6819,05IA,small_airport,Spotts Field,US,US-IA,Nora Springs,05IA,05IA
6820,05ID,small_airport,Running Creek Ranch Airport,US,US-ID,Grangeville,05ID,05ID
6821,05II,small_airport,Reichhart Airport,US,US-IN,New Haven,05II,05II
6822,05IL,small_airport,Classic Landings Airport,US,US-IL,Bonfield,05IL,05IL
6823,05IN,small_airport,Cooper Airport,US,US-IN,Belleville,05IN,05IN
6824,05IS,small_airport,Hardy Airport,US,US-IL,Mount Auburn,05IS,05IS
6825,05KS,small_airport,Darbro Field,US,US-KS,Elk City,05KS,05KS
6826,05KY,small_airport,Cartersville Airport,US,US-KY,Berea,05KY,05KY
6827,05LA,small_airport,Greg's Flying Service Airport,US,US-LA,Baskin,05LA,05LA
6828,05LL,heliport,Midwest Heliport,US,US-IL,Willowbrook,05LL,05LL
6829,05LS,small_airport,Grass Roots Airport,US,US-LA,Alexandria,05LS,05LS
6830,05M,heliport,Pauls Valley General Hospital Heliport,US,US-OK,Pauls Valley,05M,05M
